"City_Municipality","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Recovery_Rates","Active_Rate","Last_Update"
"La Unión","Nariño","1.605278","-77.129722","0","1","0","1","0","0","0","","22","","","","","","","100","","2020-05-02 17:05:00"
"Pasto","Nariño","1.21212436525","-77.2785763476","19","27","2","6","16","2","1","3","894","0.33557046979866","11.111111111111","59.259259259259","7.4074074074074","3.7037037037037","7.4074074074074","22.222222222222","70.37037037037","2020-05-02 17:05:00"
"Potosí","Nariño","0.806340416777","-77.5727917754","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-05-02 17:05:00"
"San Andrés de Tumaco","Nariño","1.80711725006","-78.7638541478","43","47","2","2","39","4","0","4","123","3.2520325203252","8.5106382978723","82.978723404255","8.5106382978723","","4.2553191489362","4.2553191489362","91.489361702128","2020-05-02 17:05:00"
"Túquerres","Nariño","1.08519335919","-77.6168863825","1","2","1","0","0","1","0","1","25","4","50","","50","","50","","50","2020-05-02 17:05:00"
"Ábrego","Norte de Santander","8.08178414123","-73.2217343999","1","1","0","0","0","1","0","1","4","25","100","","100","","","","100","2020-05-02 17:05:00"
"Cúcuta","Norte de Santander","7.90530629465","-72.5082561962","41","72","6","25","34","6","1","7","752","0.93085106382979","9.7222222222222","47.222222222222","8.3333333333333","1.3888888888889","8.3333333333333","34.722222222222","56.944444444444","2020-05-02 17:05:00"
"Ocaña","Norte de Santander","8.246111","-73.355278","2","4","2","0","2","0","0","","149","","","50","","","50","","50","2020-05-02 17:05:00"
"Puerto Santander","Norte de Santander","8.36094561495","-72.4103137832","1","1","0","0","1","0","0","","0","","","100","","","","","100","2020-05-02 17:05:00"
"Tibú","Norte de Santander","8.6395488525","-72.7359186314","1","1","0","0","0","1","0","1","9","11.111111111111","100","","100","","","","100","2020-05-02 17:05:00"
"Toledo","Norte de Santander","7.31003182761","-72.4851073184","1","1","0","0","1","0","0","","3","","","100","","","","","100","2020-05-02 17:05:00"
"Villa del Rosario","Norte de Santander","7.8474874315","-72.4700673416","2","4","0","2","2","0","0","","4","","","50","","","","50","50","2020-05-02 17:05:00"
"Armenia","Quindio","4.53598950231","-75.6807507586","18","44","1","25","18","0","0","","443","","","40.909090909091","","","2.2727272727273","56.818181818182","40.909090909091","2020-05-02 17:05:00"
"Calarcá","Quindio","4.51528184598","-75.6490883624","1","7","0","6","1","0","0","","25","","","14.285714285714","","","","85.714285714286","14.285714285714","2020-05-02 17:05:00"
"Circasia","Quindio","4.61779204337","-75.636528232","0","3","0","3","0","0","0","","6","","","","","","","100","","2020-05-02 17:05:00"
"Filandia","Quindio","4.67414557186","-75.6586858841","1","1","0","0","1","0","0","","61","","","100","","","","","100","2020-05-02 17:05:00"
"La Tebaida","Quindio","4.45365041583","-75.7864601773","0","1","0","1","0","0","0","","8","","","","","","","100","","2020-05-02 17:05:00"
"Montenegro","Quindio","4.5629597433","-75.7518122369","0","4","1","3","0","0","0","","7","","","","","","25","75","","2020-05-02 17:05:00"
"Dosquebradas","Risaralda","4.82718783235","-75.6824691212","36","60","1","23","34","1","1","2","34","5.8823529411765","3.3333333333333","56.666666666667","1.6666666666667","1.6666666666667","1.6666666666667","38.333333333333","60","2020-05-02 17:05:00"
"La Virginia","Risaralda","4.89866695671","-75.8840584341","2","2","0","0","2","0","0","","17","","","100","","","","","100","2020-05-02 17:05:00"
"Pereira","Risaralda","4.80568026503","-75.7171230555","101","143","6","36","100","0","1","1","748","0.13368983957219","0.6993006993007","69.93006993007","","0.6993006993007","4.1958041958042","25.174825174825","70.629370629371","2020-05-02 17:05:00"
"Santa Rosa de Cabal","Risaralda","4.86752645418","-75.6200106565","1","3","0","2","1","0","0","","8","","","33.333333333333","","","","66.666666666667","33.333333333333","2020-05-02 17:05:00"
"Barrancabermeja","Santander","7.06496386399","-73.8499569753","0","6","1","5","0","0","0","","199","","","","","","16.666666666667","83.333333333333","","2020-05-02 17:05:00"
"Bucaramanga","Santander","7.11626727561","-73.1325981781","6","20","1","13","6","0","0","","980","","","30","","","5","65","30","2020-05-02 17:05:00"
"Cimitarra","Santander","6.32068186747","-73.9525821232","0","2","0","2","0","0","0","","10","","","","","","","100","","2020-05-02 17:05:00"
"Concepción","Santander","6.76883652788","-72.6945942537","0","1","0","1","0","0","0","","4","","","","","","","100","","2020-05-02 17:05:00"
"Curití","Santander","6.60510678535","-73.0693905206","0","1","0","1","0","0","0","","5","","","","","","","100","","2020-05-02 17:05:00"
"Floridablanca","Santander","7.07236040291","-73.0990326168","0","8","1","7","0","0","0","","403","","","","","","12.5","87.5","","2020-05-02 17:05:00"
"Piedecuesta","Santander","6.99747580407","-73.054660853","2","2","0","0","2","0","0","","184","","","100","","","","","100","2020-05-02 17:05:00"
"Sincelejo","Sucre","9.30233310439","-75.3954835627","0","1","0","1","0","0","0","","815","","","","","","","100","","2020-05-02 17:05:00"
"Espinal","Tolima","4.15131422057","-74.8854497584","1","3","1","1","1","0","0","","92","","","33.333333333333","","","33.333333333333","33.333333333333","33.333333333333","2020-05-02 17:05:00"
"Guamo","Tolima","4.03100390561","-74.96812715","1","1","0","0","0","1","0","1","9","11.111111111111","100","","100","","","","100","2020-05-02 17:05:00"
"Ibagué","Tolima","4.43960899136","-75.1937147765","62","80","1","17","61","0","1","1","587","0.17035775127768","1.25","76.25","","1.25","1.25","21.25","77.5","2020-05-02 17:05:00"
"Melgar","Tolima","4.20815489203","-74.6298504009","3","4","1","0","3","0","0","","4","","","75","","","25","","75","2020-05-02 17:05:00"
"Alcalá","Valle del Cauca","4.67498954243","-75.7798138699","0","1","1","0","0","0","0","","4","","","","","","100","","","2020-05-02 17:05:00"
"Andalucía","Valle del Cauca","4.17172441625","-76.167921202","1","1","0","0","0","1","0","1","5","20","100","","100","","","","100","2020-05-02 17:05:00"
"Buenaventura","Valle del Cauca","3.87580243673","-77.0117402003","32","36","2","2","28","2","2","4","125","3.2","11.111111111111","77.777777777778","5.5555555555556","5.5555555555556","5.5555555555556","5.5555555555556","88.888888888889","2020-05-02 17:05:00"
"Bugalagrande","Valle del Cauca","4.20833159173","-76.1568077444","1","1","0","0","1","0","0","","5","","","100","","","","","100","2020-05-02 17:05:00"
"Cali","Valle del Cauca","3.41441430458","-76.5215651508","609","838","48","181","501","74","34","108","2944","3.6684782608696","12.887828162291","59.785202863962","8.8305489260143","4.0572792362768","5.727923627685","21.599045346062","72.673031026253","2020-05-02 17:05:00"
"Calima","Valle del Cauca","3.93352446268","-76.4843917469","0","1","0","1","0","0","0","","5","","","","","","","100","","2020-05-02 17:05:00"
"Candelaria","Valle del Cauca","3.40776646565","-76.3464289066","3","3","0","0","3","0","0","","8","","","100","","","","","100","2020-05-02 17:05:00"
"Cartago","Valle del Cauca","4.75875509757","-75.9422640436","7","13","0","6","7","0","0","","96","","","53.846153846154","","","","46.153846153846","53.846153846154","2020-05-02 17:05:00"
"Dagua","Valle del Cauca","3.6573084845","-76.6888710079","1","1","0","0","0","1","0","1","5","20","100","","100","","","","100","2020-05-02 17:05:00"
"El Cerrito","Valle del Cauca","3.6842589413","-76.3117255356","10","13","1","2","10","0","0","","9","","","76.923076923077","","","7.6923076923077","15.384615384615","76.923076923077","2020-05-02 17:05:00"
"El Dovio","Valle del Cauca","4.51045288499","-76.2370841098","0","4","1","3","0","0","0","","3","","","","","","25","75","","2020-05-02 17:05:00"
"Florida","Valle del Cauca","3.32391810634","-76.2345017444","8","9","1","0","8","0","0","","19","","","88.888888888889","","","11.111111111111","","88.888888888889","2020-05-02 17:05:00"
"Ginebra","Valle del Cauca","3.72418114734","-76.2680678884","0","1","1","0","0","0","0","","4","","","","","","100","","","2020-05-02 17:05:00"
"Guacarí","Valle del Cauca","3.76290900784","-76.3313673514","2","2","0","0","2","0","0","","5","","","100","","","","","100","2020-05-02 17:05:00"
"Guadalajara de Buga","Valle del Cauca","3.90082354377","-76.2989611331","9","11","0","2","9","0","0","","165","","","81.818181818182","","","","18.181818181818","81.818181818182","2020-05-02 17:05:00"
"Jamundí","Valle del Cauca","3.26227576022","-76.5424587285","12","17","1","4","10","2","0","2","64","3.125","11.764705882353","58.823529411765","11.764705882353","","5.8823529411765","23.529411764706","70.588235294118","2020-05-02 17:05:00"
"La Unión","Valle del Cauca","4.53378328817","-76.0996071822","0","1","0","1","0","0","0","","7","","","","","","","100","","2020-05-02 17:05:00"
"Palmira","Valle del Cauca","3.53234915299","-76.2985825464","24","49","4","21","21","2","1","3","224","1.3392857142857","6.1224489795918","42.857142857143","4.0816326530612","2.0408163265306","8.1632653061224","42.857142857143","48.979591836735","2020-05-02 17:05:00"
"Roldanillo","Valle del Cauca","4.4135962001","-76.1522866285","0","1","1","0","0","0","0","","15","","","","","","100","","","2020-05-02 17:05:00"
"San Pedro","Valle del Cauca","3.24969581501","-77.4427481825","2","3","0","1","2","0","0","","5","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-05-02 17:05:00"
"Trujillo","Valle del Cauca","4.2120508064","-76.3188089387","2","3","0","1","2","0","0","","4","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-05-02 17:05:00"
"Tuluá","Valle del Cauca","4.08526123852","-76.1976996795","13","19","1","5","10","3","0","3","266","1.1278195488722","15.789473684211","52.631578947368","15.789473684211","","5.2631578947368","26.315789473684","68.421052631579","2020-05-02 17:05:00"
"Ulloa","Valle del Cauca","4.70251391059","-75.7377474697","0","1","0","1","0","0","0","","3","","","","","","","100","","2020-05-02 17:05:00"
"Vijes","Valle del Cauca","3.69858792939","-76.4419652068","2","2","0","0","2","0","0","","4","","","100","","","","","100","2020-05-02 17:05:00"
"Yotoco","Valle del Cauca","3.86121458419","-76.3824744527","2","3","0","1","2","0","0","","3","","","66.666666666667","","","","33.333333333333","66.666666666667","2020-05-02 17:05:00"
"Yumbo","Valle del Cauca","3.52896890809","-76.499819783","19","23","0","4","17","1","1","2","12","16.666666666667","8.695652173913","73.913043478261","4.3478260869565","4.3478260869565","","17.391304347826","82.608695652174","2020-05-02 17:05:00"
